390,0.00376965 ,0.00041462 ,0.01847260 
391,0.00453242 ,0.00050283 ,0.02221101 
392,0.00544655 ,0.00060850 ,0.02669819 
393,0.00653887 ,0.00073444 ,0.03206937 
394,0.00783970 ,0.00088374 ,0.03847832 
395,0.00938297 ,0.00105965 ,0.04609784 
396,0.01120608 ,0.00126553 ,0.05511953 
397,0.01334965 ,0.00150475 ,0.06575257 
398,0.01585690 ,0.00178049 ,0.07822113 
399,0.01877286 ,0.00209557 ,0.09276013 
400,0.02214302 ,0.00245219 ,0.10960900 
401,0.02601285 ,0.00285222 ,0.12900770 
402,0.03043036 ,0.00329912 ,0.15120470 
403,0.03544325 ,0.00379747 ,0.17644410 
404,0.04109640 ,0.00435277 ,0.20495170 
405,0.04742986 ,0.00497172 ,0.23692460 
406,0.05447394 ,0.00566101 ,0.27251230 
407,0.06223612 ,0.00642162 ,0.31178200 
408,0.07070048 ,0.00725031 ,0.35470640 
409,0.07982513 ,0.00814017 ,0.40114730 
410,0.08953803 ,0.00907986 ,0.45083690 
411,0.09974848 ,0.01005608 ,0.50341640 
412,0.11040190 ,0.01106456 ,0.55863610 
413,0.12145660 ,0.01210522 ,0.61627340 
414,0.13287410 ,0.01318014 ,0.67609820 
415,0.14462140 ,0.01429377 ,0.73788220 
416,0.15664680 ,0.01545004 ,0.80130190 
417,0.16879010 ,0.01664093 ,0.86555730 
418,0.18083280 ,0.01785302 ,0.92957910 
419,0.19252160 ,0.01907018 ,0.99212930 
420,0.20357290 ,0.02027369 ,1.05182100 
421,0.21375310 ,0.02144805 ,1.10750900 
422,0.22313480 ,0.02260041 ,1.15952700 
423,0.23192450 ,0.02374789 ,1.20886900 
424,0.24038920 ,0.02491247 ,1.25683400 
425,0.24885230 ,0.02612106 ,1.30500800 
426,0.25758960 ,0.02739923 ,1.35475800 
427,0.26649910 ,0.02874993 ,1.40559400 
428,0.27535320 ,0.03016909 ,1.45641400 
429,0.28389210 ,0.03165145 ,1.50596000 
430,0.29182460 ,0.03319038 ,1.55282600 
431,0.29892000 ,0.03477912 ,1.59590200 
432,0.30529930 ,0.03641495 ,1.63576800 
433,0.31120310 ,0.03809569 ,1.67357300 
434,0.31690470 ,0.03981843 ,1.71060400 
435,0.32270870 ,0.04157940 ,1.74828000 
436,0.32881940 ,0.04337098 ,1.78750400 
437,0.33492420 ,0.04517180 ,1.82660900 
438,0.34054520 ,0.04695420 ,1.86310800 
439,0.34516880 ,0.04868718 ,1.89433200 
440,0.34825540 ,0.05033657 ,1.91747900 
441,0.34941530 ,0.05187611 ,1.93052900 
442,0.34890750 ,0.05332218 ,1.93481900 
443,0.34717460 ,0.05470603 ,1.93265000 
444,0.34467050 ,0.05606335 ,1.92639500 
445,0.34184830 ,0.05743393 ,1.91843700 
446,0.33902400 ,0.05885107 ,1.91043000 
447,0.33599260 ,0.06030809 ,1.90122400 
448,0.33242760 ,0.06178644 ,1.88900000 
449,0.32801570 ,0.06326570 ,1.87199600 
450,0.32246370 ,0.06472352 ,1.84854500 
451,0.31562250 ,0.06614749 ,1.81779200 
452,0.30782010 ,0.06757256 ,1.78162700 
453,0.29947710 ,0.06904928 ,1.74251400 
454,0.29097760 ,0.07063280 ,1.70274900 
455,0.28266460 ,0.07238339 ,1.66443900 
456,0.27479620 ,0.07435960 ,1.62920700 
457,0.26743120 ,0.07659383 ,1.59736000 
458,0.26058470 ,0.07911436 ,1.56889600 
459,0.25427490 ,0.08195345 ,1.54382300 
460,0.24852540 ,0.08514816 ,1.52215700 
461,0.24330390 ,0.08872657 ,1.50361100 
462,0.23834140 ,0.09266008 ,1.48667300 
463,0.23332530 ,0.09689723 ,1.46959500 
464,0.22796190 ,0.10137460 ,1.45070900 
465,0.22197810 ,0.10601450 ,1.42844000 
466,0.21517350 ,0.11073770 ,1.40158700 
467,0.20756190 ,0.11551110 ,1.37009400 
468,0.19921830 ,0.12031220 ,1.33422000 
469,0.19022900 ,0.12511610 ,1.29427500 
470,0.18069050 ,0.12989570 ,1.25061000 
471,0.17071540 ,0.13462990 ,1.20369600 
472,0.16044710 ,0.13933090 ,1.15431600 
473,0.15002440 ,0.14402350 ,1.10328400 
474,0.13957050 ,0.14873720 ,1.05134700 
475,0.12919200 ,0.15350660 ,0.99917890 
476,0.11898590 ,0.15836440 ,0.94739580 
477,0.10906150 ,0.16331990 ,0.89662220 
478,0.09951424 ,0.16837610 ,0.84739810 
479,0.09041850 ,0.17353650 ,0.80015760 
480,0.08182895 ,0.17880480 ,0.75523790 
481,0.07376817 ,0.18418190 ,0.71278790 
482,0.06619477 ,0.18965590 ,0.67251980 
483,0.05906380 ,0.19521010 ,0.63409760 
484,0.05234242 ,0.20082590 ,0.59724330 
485,0.04600865 ,0.20648280 ,0.56173130 
486,0.04006154 ,0.21218260 ,0.52749210 
487,0.03454373 ,0.21802790 ,0.49488090 
488,0.02949091 ,0.22415860 ,0.46425860 
489,0.02492140 ,0.23073020 ,0.43588410 
490,0.02083981 ,0.23791600 ,0.40993130 
